Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       3/73          glmapm1_ [180]
                0.00    0.00       3/73          geom2_ [304]
                0.00    0.00      64/73          mg_scale_mass_ [301]
[428]    0.0    0.00    0.00      73         invers2_ [428]
-----------------------------------------------
                0.00    0.00      69/69          gs_aux [25]
[429]    0.0    0.00    0.00      69         jl_gs_init [429]
-----------------------------------------------
                0.00    0.00      64/64          mg_set_gb_ [255]
[430]    0.0    0.00    0.00      64         gxfer_e_ [430]
-----------------------------------------------
                0.00    0.00      64/64          genxyz_ [113]
[431]    0.0    0.00    0.00      64         sethmat_ [431]
-----------------------------------------------
                0.00    0.00      48/48          hsmg_setup_fast1d_ [75]
[432]    0.0    0.00    0.00      48         row_zero_ [432]
-----------------------------------------------
                0.00    0.00      43/43          zwgjd_ [435]
[433]    0.0    0.00    0.00      43         jacg_ [433]
                0.00    0.00    1011/1253        jacobf_ [383]
-----------------------------------------------
                0.00    0.00      43/43          zwgjd_ [435]
[434]    0.0    0.00    0.00      43         pnormj_ [434]
                0.00    0.00     129/603         gammaf_ [396]
-----------------------------------------------
                0.00    0.00      17/43          zwgj_ [453]
                0.00    0.00      26/43          zwgljd_ [448]
[435]    0.0    0.00    0.00      43         zwgjd_ [435]
                0.00    0.00     188/1253        jacobf_ [383]
                0.00    0.00      43/43          jacg_ [433]
                0.00    0.00      43/43          pnormj_ [434]
-----------------------------------------------
                0.00    0.00      42/42          jl_comm_scan [260]
[436]    0.0    0.00    0.00      42         jl_gs_gather_array [436]
-----------------------------------------------
                0.00    0.00      39/39          jl_sortp_ull [107]
[437]    0.0    0.00    0.00      39         merge_copy_perm_ull [437]
-----------------------------------------------
                0.00    0.00      37/37          mfo_outfld_ [165]
[438]    0.0    0.00    0.00      37         byte_set_view_ [438]
-----------------------------------------------
                0.00    0.00       3/34          cr_exec [171]
                0.00    0.00       3/34          jl_gs_gather_many [40]
                0.00    0.00       3/34          jl_gs_gather_vec_to_many [41]
                0.00    0.00      25/34          gs_aux [25]
[439]    0.0    0.00    0.00      34         gather_double_mul [439]
-----------------------------------------------
                0.00    0.00      32/32          jl_sparse_cholesky_factor [504]
[440]    0.0    0.00    0.00      32         jl_sortv_ui [440]
-----------------------------------------------
                0.00    0.00       1/31          setup_topo_ [142]
                0.00    0.00       1/31          eigenv_ [118]
                0.00    0.00       1/31          setics_ [157]
                0.00    0.00       1/31          h1mg_setup_ [76]
                0.00    0.00       3/31          h1mg_setup_mask_ [218]
                0.00    0.00       3/31          h1mg_setup_schwarz_wt_1_ [182]
                0.00    0.00       3/31          set_up_h1_crs_ [124]
                0.00    0.00       4/31          baryweights_ [512]
                0.00    0.00       4/31          vrdsmsh_ [138]
                0.00    0.00       5/31          bcmask_ [214]
                0.00    0.00       5/31          hsmg_setup_mask_ [187]
[441]    0.0    0.00    0.00      31         rone_ [441]
-----------------------------------------------
                0.00    0.00       1/30          rdicdf_ [335]
                0.00    0.00       1/30          get_vert_map_ [251]
                0.00    0.00       2/30          rdout_ [337]
                0.00    0.00       2/30          rdmatp_ [258]
                0.00    0.00       2/30          get_session_info_ [332]
                0.00    0.00       3/30          rdobj_ [336]
                0.00    0.00       3/30          rdhist_ [334]
                0.00    0.00       5/30          readat_ [235]
                0.00    0.00       5/30          mfo_outfld_ [165]
                0.00    0.00       6/30          rdparam_ [553]
[442]    0.0    0.00    0.00      30         bcast_ [442]
-----------------------------------------------
                0.00    0.00      27/27          zwgljd_ [448]
[443]    0.0    0.00    0.00      27         endw1_ [443]
                0.00    0.00     237/603         gammaf_ [396]
-----------------------------------------------
                0.00    0.00      27/27          zwgljd_ [448]
[444]    0.0    0.00    0.00      27         endw2_ [444]
                0.00    0.00     237/603         gammaf_ [396]
-----------------------------------------------
                0.00    0.00      27/27          axhelm_ [140]
[445]    0.0    0.00    0.00      27         setfast_ [445]
                0.00    0.00    1216/3264        vlmin_ [368]
                0.00    0.00    1216/3840        vlmax_ [367]
                0.00    0.00      27/27          vlamax_ [446]
-----------------------------------------------
                0.00    0.00      27/27          setfast_ [445]
[446]    0.0    0.00    0.00      27         vlamax_ [446]
-----------------------------------------------
                0.00    0.00      27/27          zwgll_ [449]
[447]    0.0    0.00    0.00      27         zwglj_ [447]
                0.00    0.00      27/27          zwgljd_ [448]
-----------------------------------------------
                0.00    0.00      27/27          zwglj_ [447]
[448]    0.0    0.00    0.00      27         zwgljd_ [448]
                0.00    0.00      54/1253        jacobf_ [383]
                0.00    0.00      27/27          endw1_ [443]
                0.00    0.00      27/27          endw2_ [444]
                0.00    0.00      26/43          zwgjd_ [435]
-----------------------------------------------
                0.00    0.00       1/27          gen_int_ [210]
                0.00    0.00       3/27          baryweights_ [512]
                0.00    0.00       6/27          semhat_ [231]
                0.00    0.00       8/27          gen_crs_basis_ [306]
                0.00    0.00       9/27          genwz_ [314]
[449]    0.0    0.00    0.00      27         zwgll_ [449]
                0.00    0.00      27/27          zwglj_ [447]
-----------------------------------------------
                0.00    0.00      26/26          cr_free [463]
[450]    0.0    0.00    0.00      26         cr_free_stage_maps [450]
-----------------------------------------------
                0.00    0.00      24/24          setside_ [243]
[451]    0.0    0.00    0.00      24         mod1_ [451]
-----------------------------------------------
                0.00    0.00       1/21          io_init_ [329]
                0.00    0.00      20/21          gbtuple_rank_ [149]
[452]    0.0    0.00    0.00      21         igl_running_sum_ [452]
-----------------------------------------------
                0.00    0.00      17/17          zwgl_ [454]
[453]    0.0    0.00    0.00      17         zwgj_ [453]
                0.00    0.00      17/43          zwgjd_ [435]
-----------------------------------------------
                0.00    0.00       1/17          gen_int_ [210]
                0.00    0.00       2/17          gen_dgl_ [339]
                0.00    0.00       4/17          set_dealias_face_ [359]
                0.00    0.00       5/17          set_dealias_rx_ [188]
                0.00    0.00       5/17          semhat_ [231]
[454]    0.0    0.00    0.00      17         zwgl_ [454]
                0.00    0.00      17/17          zwgj_ [453]
-----------------------------------------------
                0.00    0.00       1/16          rdicdf_ [335]
                0.00    0.00       1/16          rdbdry_ [256]
                0.00    0.00      14/16          rdparam_ [553]
[455]    0.0    0.00    0.00      16         capit_ [455]
-----------------------------------------------
                0.00    0.00       1/16          stokes_particles_ [8]
                0.00    0.00       1/16          setedge_ [560]
                0.00    0.00       1/16          rdhist_ [334]
                0.00    0.00       1/16          rdmatp_ [258]
                0.00    0.00       1/16          set_proc_map_ [289]
                0.00    0.00       5/16          mbyte_open_ [238]
                0.00    0.00       6/16          hsmg_index_0_ [526]
[456]    0.0    0.00    0.00      16         izero_ [456]
-----------------------------------------------
                0.00    0.00       3/15          jl_lobatto_quad [498]
                0.00    0.00       3/15          jl_findpts_el_setup_3 [538]
                0.00    0.00       9/15          jl_gll_lag_setup [474]
[457]    0.0    0.00    0.00      15         jl_lobatto_nodes [457]
-----------------------------------------------
                0.00    0.00      14/14          gs_setup_aux [96]
[458]    0.0    0.00    0.00      14         jl_crystal_free [458]
-----------------------------------------------
                0.00    0.00      14/14          gs_setup_aux [96]
[459]    0.0    0.00    0.00      14         jl_crystal_init [459]
                0.00    0.00      28/55351       uintcpy [342]
-----------------------------------------------
                0.00    0.00      14/14          vrdsmsh_ [138]
[460]    0.0    0.00    0.00      14         sub2_ [460]
-----------------------------------------------
                0.00    0.00      13/13          auto_setup [100]
[461]    0.0    0.00    0.00      13         allreduce_free [461]
-----------------------------------------------
                0.00    0.00      13/13          set_vert_ [147]
[462]    0.0    0.00    0.00      13         check_p_bc_ [462]
-----------------------------------------------
                0.00    0.00       1/13          jl_gs_free [496]
                0.00    0.00      12/13          auto_setup [100]
[463]    0.0    0.00    0.00      13         cr_free [463]
                0.00    0.00      26/26          cr_free_stage_maps [450]
-----------------------------------------------
                0.00    0.00      13/13          set_vert_ [147]
[464]    0.0    0.00    0.00      13         usrsetvert_ [464]
-----------------------------------------------
                0.00    0.00      12/12          gs_aux [25]
[465]    0.0    0.00    0.00      12         gather_double_max [465]
-----------------------------------------------
                0.00    0.00      12/12          gs_aux [25]
[466]    0.0    0.00    0.00      12         gather_double_min [466]
-----------------------------------------------
                0.00    0.00      12/12          genwz_ [314]
[467]    0.0    0.00    0.00      12         igllm_ [467]
                0.00    0.00     432/432         hgll_ [402]
-----------------------------------------------
                0.00    0.00       1/11          nek_init_ [59]
                0.00    0.00      10/11          mfo_outfld_ [165]
[468]    0.0    0.00    0.00      11         dnekclock_sync_ [468]
                0.00    0.00      11/2250        nekgsync_ [372]
-----------------------------------------------
                0.00    0.00      11/11          i8gop_ [470]
[469]    0.0    0.00    0.00      11         i8copy_ [469]
-----------------------------------------------
                0.00    0.00       1/11          i8glsum_ [528]
                0.00    0.00      10/11          i8glmax_ [471]
[470]    0.0    0.00    0.00      11         i8gop_ [470]
                0.00    0.00      11/11          i8copy_ [469]
-----------------------------------------------
                0.00    0.00      10/10          setvert3d_ [148]
[471]    0.0    0.00    0.00      10         i8glmax_ [471]
                0.00    0.00      10/11          i8gop_ [470]
-----------------------------------------------
                0.00    0.00       9/9           glmapm1_ [180]
[472]    0.0    0.00    0.00       9         addcol4_ [472]
-----------------------------------------------
                0.00    0.00       9/9           h1mg_setup_schwarz_wt_1_ [182]
[473]    0.0    0.00    0.00       9         hsmg_extrude_ [473]
-----------------------------------------------
                0.00    0.00       3/9           jl_obbox_calc_3 [158]
                0.00    0.00       3/9           jl_lob_bnd_setup [497]
                0.00    0.00       3/9           jl_findpts_el_setup_3 [538]
[474]    0.0    0.00    0.00       9         jl_gll_lag_setup [474]
                0.00    0.00       9/15          jl_lobatto_nodes [457]
                0.00    0.00       9/9           lagrange_coef [476]
-----------------------------------------------
                0.00    0.00       3/9           jl_obbox_calc_3 [158]
                0.00    0.00       3/9           jl_lob_bnd_setup [497]
                0.00    0.00       3/9           jl_findpts_el_setup_3 [538]
[475]    0.0    0.00    0.00       9         jl_gll_lag_size [475]
-----------------------------------------------
                0.00    0.00       9/9           jl_gll_lag_setup [474]
[476]    0.0    0.00    0.00       9         lagrange_coef [476]
                0.00    0.00      54/54982       gll_lag_06 [346]
-----------------------------------------------
                0.00    0.00       9/9           jl_lobatto_quad [498]
[477]    0.0    0.00    0.00       9         legendre [477]
-----------------------------------------------
                0.00    0.00       9/9           setarea_ [174]
[478]    0.0    0.00    0.00       9         rzero3_ [478]
-----------------------------------------------
                0.00    0.00       9/9           glmapm1_ [180]
[479]    0.0    0.00    0.00       9         subcol4_ [479]
-----------------------------------------------
                0.00    0.00       3/8           h1mg_setup_mask_ [218]
                0.00    0.00       5/8           hsmg_setup_mask_ [187]
[480]    0.0    0.00    0.00       8         hsmg_dsprod_ [480]
                0.00    0.00       8/2250        nekgsync_ [372]
-----------------------------------------------
                0.00    0.00       8/8           hsmg_setup_intp_ [501]
[481]    0.0    0.00    0.00       8         hsmg_setup_intpm_ [481]
                0.00    0.00      30/5264        fd_weights_full_ [362]
-----------------------------------------------
                0.00    0.00       1/8           setup_topo_ [142]
                0.00    0.00       1/8           set_up_h1_crs_ [124]
                0.00    0.00       3/8           setinvm_ [217]
                0.00    0.00       3/8           compute_cfl_ [54]
[482]    0.0    0.00    0.00       8         invcol1_ [482]
-----------------------------------------------
                0.00    0.00       6/6           genwz_ [314]
[483]    0.0    0.00    0.00       6         dgll_ [483]
                0.00    0.00     360/720         pnleg_ [393]
-----------------------------------------------
                0.00    0.00       6/6           crystal_setup_ [500]
[484]    0.0    0.00    0.00       6         jl_fail [484]
-----------------------------------------------
                0.00    0.00       5/5           mfo_outfld_ [165]
[485]    0.0    0.00    0.00       5         byte_close_ [485]
-----------------------------------------------
                0.00    0.00       5/5           mbyte_open_ [238]
[486]    0.0    0.00    0.00       5         byte_open_ [486]
-----------------------------------------------
                0.00    0.00       5/5           mfo_write_hdr_ [323]
[487]    0.0    0.00    0.00       5         get_bytesw_write_ [487]
-----------------------------------------------
                0.00    0.00       5/5           mfo_open_files_ [212]
[488]    0.0    0.00    0.00       5         i_find_prefix_ [488]
-----------------------------------------------
                0.00    0.00       5/5           mfo_open_files_ [212]
[489]    0.0    0.00    0.00       5         restart_nfld_ [489]
                0.00    0.00       5/268         indx1_ [412]
-----------------------------------------------
                0.00    0.00       4/4           dlamc2_ [517]
[490]    0.0    0.00    0.00       4         dlamc4_ [490]
                0.00    0.00   17164/19497       dlamc3_ [348]
-----------------------------------------------
                0.00    0.00       1/4           gs_aux [25]
                0.00    0.00       3/4           cr_exec [171]
[491]    0.0    0.00    0.00       4         gather_int_add [491]
-----------------------------------------------
                0.00    0.00       1/4           gs_aux [25]
                0.00    0.00       3/4           cr_exec [171]
[492]    0.0    0.00    0.00       4         gather_int_bpr [492]
-----------------------------------------------
                0.00    0.00       3/3           compute_cfl_ [54]
[493]    0.0    0.00    0.00       3         getdr_ [493]
-----------------------------------------------
                0.00    0.00       3/3           h1mg_setup_schwarz_wt_1_ [182]
[494]    0.0    0.00    0.00       3         hsmg_schwarz_toreg3d_ [494]
-----------------------------------------------
                0.00    0.00       3/3           jl_sparse_cholesky_factor [504]
[495]    0.0    0.00    0.00       3         jl_findpts_el_eval_2 [495]
-----------------------------------------------
                0.00    0.00       1/3           gs_free_ [307]
                0.00    0.00       2/3           jl_crs_setup [134]
[496]    0.0    0.00    0.00       3         jl_gs_free [496]
                0.00    0.00       1/13          cr_free [463]
                0.00    0.00       1/2           pw_free [509]
-----------------------------------------------
                0.00    0.00       3/3           jl_obbox_calc_3 [158]
[497]    0.0    0.00    0.00       3         jl_lob_bnd_setup [497]
                0.00    0.00      63/54982       gll_lag_06 [346]
                0.00    0.00       3/9           jl_gll_lag_size [475]
                0.00    0.00       3/9           jl_gll_lag_setup [474]
                0.00    0.00       3/3           jl_lobatto_quad [498]
-----------------------------------------------
                0.00    0.00       3/3           jl_lob_bnd_setup [497]
[498]    0.0    0.00    0.00       3         jl_lobatto_quad [498]
                0.00    0.00       9/9           legendre [477]
                0.00    0.00       3/15          jl_lobatto_nodes [457]
-----------------------------------------------
                0.00    0.00       1/3           gengeom_ [104]
                0.00    0.00       2/3           geom_reset_ [116]
[499]    0.0    0.00    0.00       3         updmsys_ [499]
-----------------------------------------------
                0.00    0.00       1/2           interp_u_for_adv_ [11]
                0.00    0.00       1/2           iniproc_ [531]
[500]    0.0    0.00    0.00       2         crystal_setup_ [500]
                0.00    0.00       6/6           jl_fail [484]
-----------------------------------------------
                0.00    0.00       1/2           hsmg_setup_ [88]
                0.00    0.00       1/2           h1mg_setup_ [76]
[501]    0.0    0.00    0.00       2         hsmg_setup_intp_ [501]
                0.00    0.00       8/8           hsmg_setup_intpm_ [481]
                0.00    0.00       8/654         transpose_ [395]
-----------------------------------------------
                0.00    0.00       1/2           h1mg_setup_ [76]
                0.00    0.00       1/2           set_overlap_ [69]
[502]    0.0    0.00    0.00       2         hsmg_setup_solve_ [502]
-----------------------------------------------
                0.00    0.00       2/2           rdicdf_ [335]
[503]    0.0    0.00    0.00       2         ifgtil_ [503]
                0.00    0.00       2/2           ljust_ [506]
                0.00    0.00       2/268         indx1_ [412]
-----------------------------------------------
                0.00    0.00       2/2           jl_crs_setup [134]
[504]    0.0    0.00    0.00       2         jl_sparse_cholesky_factor [504]
                0.00    0.00      32/32          jl_sortv_ui [440]
                0.00    0.00       3/3           jl_findpts_el_eval_2 [495]
-----------------------------------------------
                0.00    0.00       2/2           rdout_ [337]
[505]    0.0    0.00    0.00       2         lfalse_ [505]
-----------------------------------------------
                0.00    0.00       2/2           ifgtil_ [503]
[506]    0.0    0.00    0.00       2         ljust_ [506]
-----------------------------------------------
                0.00    0.00       2/2           nek_solve_ [1]
[507]    0.0    0.00    0.00       2         nek_comm_settings_ [507]
-----------------------------------------------
                0.00    0.00       2/2           setics_ [157]
[508]    0.0    0.00    0.00       2         nekuic_ [508]
                0.00    0.00   55296/55296       nekasgn_ [344]
                0.00    0.00   55296/55296       useric_ [345]
-----------------------------------------------
                0.00    0.00       1/2           auto_setup [100]
                0.00    0.00       1/2           jl_gs_free [496]
[509]    0.0    0.00    0.00       2         pw_free [509]
-----------------------------------------------
                0.00    0.00       1/1           startx1_ [178]
[510]    0.0    0.00    0.00       1         add2s2_ [510]
-----------------------------------------------
                0.00    0.00       1/1           get_vert_map_ [251]
[511]    0.0    0.00    0.00       1         assign_gllnid_ [511]
                0.00    0.00       1/1           log2_ [539]
                0.00    0.00       1/1           ivlmax_ [536]
-----------------------------------------------
                0.00    0.00       1/1           stokes_particles_ [8]
[512]    0.0    0.00    0.00       1         baryweights_ [512]
                0.00    0.00       4/31          rone_ [441]
                0.00    0.00       3/27          zwgll_ [449]
-----------------------------------------------
                0.00    0.00       1/1           setup_topo_ [142]
[513]    0.0    0.00    0.00       1         chkaxcb_ [513]
-----------------------------------------------
                0.00    0.00       1/1           nek_init_ [59]
[514]    0.0    0.00    0.00       1         cmt_switch_ [514]
-----------------------------------------------
                0.00    0.00       1/1           nek_init_ [59]
[515]    0.0    0.00    0.00       1         dg_setup_ [515]
-----------------------------------------------
                0.00    0.00       1/1           dlamc2_ [517]
[516]    0.0    0.00    0.00       1         dlamc1_ [516]
                0.00    0.00     221/19497       dlamc3_ [348]
-----------------------------------------------
                0.00    0.00       1/1           dlamch_ [267]
[517]    0.0    0.00    0.00       1         dlamc2_ [517]
                0.00    0.00    1035/19497       dlamc3_ [348]
                0.00    0.00       4/4           dlamc4_ [490]
                0.00    0.00       1/1           dlamc1_ [516]
                0.00    0.00       1/1           dlamc5_ [518]
-----------------------------------------------
                0.00    0.00       1/1           dlamc2_ [517]
[518]    0.0    0.00    0.00       1         dlamc5_ [518]
                0.00    0.00    1077/19497       dlamc3_ [348]
-----------------------------------------------
                0.00    0.00       1/1           load_semhat_weighted_ [266]
[519]    0.0    0.00    0.00       1         do_semhat_weight_ [519]
-----------------------------------------------
                0.00    0.00       1/1           nek_init_ [59]
[520]    0.0    0.00    0.00       1         estrat_ [520]
-----------------------------------------------
                0.00    0.00       1/1           exitt_ [936]
[521]    0.0    0.00    0.00       1         flush_io_ [521]
-----------------------------------------------
                0.00    0.00       1/1           setvar_ [259]
[522]    0.0    0.00    0.00       1         full_restart_ [522]
-----------------------------------------------
                0.00    0.00       1/1           set_overlap_ [69]
[523]    0.0    0.00    0.00       1         gen_fast_spacing_ [523]
-----------------------------------------------
                0.00    0.00       1/1           gengeom_ [104]
[524]    0.0    0.00    0.00       1         gencoor_ [524]
-----------------------------------------------
                0.00    0.00       1/1           h1mg_setup_ [76]
[525]    0.0    0.00    0.00       1         h1mg_setup_mg_nx_ [525]
-----------------------------------------------
                0.00    0.00       1/1           hsmg_setup_ [88]
[526]    0.0    0.00    0.00       1         hsmg_index_0_ [526]
                0.00    0.00       6/16          izero_ [456]
-----------------------------------------------
                0.00    0.00       1/1           hsmg_setup_ [88]
[527]    0.0    0.00    0.00       1         hsmg_setup_mg_nx_ [527]
-----------------------------------------------
                0.00    0.00       1/1           dofcnt_ [302]
[528]    0.0    0.00    0.00       1         i8glsum_ [528]
                0.00    0.00       1/11          i8gop_ [470]
-----------------------------------------------
                0.00    0.00       1/1           setup_cmt_gs_ [155]
[529]    0.0    0.00    0.00       1         iface_vert_int8cmt_ [529]
                0.00    0.00     384/384         facind_ [407]
                0.00    0.00       1/1           izero8_ [537]
-----------------------------------------------
                0.00    0.00       1/1           nek_init_ [59]
[530]    0.0    0.00    0.00       1         in_situ_init_ [530]
-----------------------------------------------
                0.00    0.00       1/1           get_session_info_ [332]
[531]    0.0    0.00    0.00       1         iniproc_ [531]
                0.00    0.00       1/1           init_nek_comm_ [532]
                0.00    0.00       1/2           crystal_setup_ [500]
-----------------------------------------------
                0.00    0.00       1/1           iniproc_ [531]
[532]    0.0    0.00    0.00       1         init_nek_comm_ [532]
                0.00    0.00       1/1           mynode_ [542]
                0.00    0.00       1/1           numnodes_ [547]
-----------------------------------------------
                0.00    0.00       1/1           nek_init_ [59]
[533]    0.0    0.00    0.00       1         init_plugin_ [533]
-----------------------------------------------
                0.00    0.00       1/1           nek_init_ [59]
[534]    0.0    0.00    0.00       1         initdim_ [534]
-----------------------------------------------
                0.00    0.00       1/1           setup_topo_ [142]
[535]    0.0    0.00    0.00       1         initds_ [535]
-----------------------------------------------
                0.00    0.00       1/1           assign_gllnid_ [511]
[536]    0.0    0.00    0.00       1         ivlmax_ [536]
-----------------------------------------------
                0.00    0.00       1/1           iface_vert_int8cmt_ [529]
[537]    0.0    0.00    0.00       1         izero8_ [537]
-----------------------------------------------
                0.00    0.00       1/1           jl_findpts_local_setup_3 [143]
[538]    0.0    0.00    0.00       1         jl_findpts_el_setup_3 [538]
                0.00    0.00       6/54982       gll_lag_06 [346]
                0.00    0.00       3/9           jl_gll_lag_size [475]
                0.00    0.00       3/15          jl_lobatto_nodes [457]
                0.00    0.00       3/9           jl_gll_lag_setup [474]
-----------------------------------------------
                0.00    0.00       1/1           assign_gllnid_ [511]
[539]    0.0    0.00    0.00       1         log2_ [539]
-----------------------------------------------
                0.00    0.00       1/1           usrdat_ [146]
[540]    0.0    0.00    0.00       1         mixtperf_cp_cvr_ [540]
-----------------------------------------------
                0.00    0.00       1/1           usrdat_ [146]
[541]    0.0    0.00    0.00       1         mixtperf_r_m_ [541]
-----------------------------------------------
                0.00    0.00       1/1           init_nek_comm_ [532]
[542]    0.0    0.00    0.00       1         mynode_ [542]
-----------------------------------------------
                0.00    0.00       1/1           nek_init_ [59]
[543]    0.0    0.00    0.00       1         nek_cmt_init_ [543]
-----------------------------------------------
                0.00    0.00       1/1           runstat_ [308]
[544]    0.0    0.00    0.00       1         nek_comm_getstat_ [544]
-----------------------------------------------
                0.00    0.00       1/1           io_init_ [329]
[545]    0.0    0.00    0.00       1         nek_comm_io_ [545]
-----------------------------------------------
                0.00    0.00       1/1           nek_solve_ [1]
[546]    0.0    0.00    0.00       1         nek_comm_startstat_ [546]
-----------------------------------------------
                0.00    0.00       1/1           init_nek_comm_ [532]
[547]    0.0    0.00    0.00       1         numnodes_ [547]
-----------------------------------------------
                0.00    0.00       1/1           setics_ [157]
[548]    0.0    0.00    0.00       1         opcolv_ [548]
-----------------------------------------------
                0.00    0.00       1/1           setics_ [157]
[549]    0.0    0.00    0.00       1         opdssum_ [549]
-----------------------------------------------
                0.00    0.00       1/1           swap_lengths_ [237]
[550]    0.0    0.00    0.00       1         plane_space_ [550]
-----------------------------------------------
                0.00    0.00       1/1           runstat_ [308]
[551]    0.0    0.00    0.00       1         pprint_all_ [551]
                0.00    0.00       8/156         ltrunc_ [423]
                0.00    0.00       7/238         csend_ [414]
                0.00    0.00       7/159         blank_ [421]
                0.00    0.00       7/238         crecv_ [413]
                0.00    0.00       1/2250        nekgsync_ [372]
-----------------------------------------------
                0.00    0.00       1/1           readat_ [235]
[552]    0.0    0.00    0.00       1         rdmesh_ [552]
-----------------------------------------------
                0.00    0.00       1/1           readat_ [235]
[553]    0.0    0.00    0.00       1         rdparam_ [553]
                0.00    0.00     163/268         indx1_ [412]
                0.00    0.00      14/16          capit_ [455]
                0.00    0.00       6/30          bcast_ [442]
-----------------------------------------------
                0.00    0.00       1/1           setics_ [157]
[554]    0.0    0.00    0.00       1         restart_ [554]
-----------------------------------------------
                0.00    0.00       1/1           set_up_h1_crs_ [124]
[555]    0.0    0.00    0.00       1         set_mat_ij_ [555]
-----------------------------------------------
                0.00    0.00       1/1           init_stokes_particles_ [152]
[556]    0.0    0.00    0.00       1         set_part_pointers_ [556]
-----------------------------------------------
                0.00    0.00       1/1           cmt_nek_advance_ [3]
[557]    0.0    0.00    0.00       1         set_tstep_coef_ [557]
-----------------------------------------------
                0.00    0.00       1/1           setup_topo_ [142]
[558]    0.0    0.00    0.00       1         setcdof_ [558]
-----------------------------------------------
                0.00    0.00       1/1           setvar_ [259]
[559]    0.0    0.00    0.00       1         setchar_ [559]
-----------------------------------------------
                0.00    0.00       1/1           setup_topo_ [142]
[560]    0.0    0.00    0.00       1         setedge_ [560]
                0.00    0.00       1/16          izero_ [456]
-----------------------------------------------
                0.00    0.00       1/1           setics_ [157]
[561]    0.0    0.00    0.00       1         setup_convect_ [561]
-----------------------------------------------
                0.00    0.00       1/1           setics_ [157]
[562]    0.0    0.00    0.00       1         slogic_ [562]
                0.00    0.00      15/268         indx1_ [412]
                0.00    0.00      15/156         ltrunc_ [423]
-----------------------------------------------
                0.00    0.00       1/1           nek_init_ [59]
[563]    0.0    0.00    0.00       1         sstest_ [563]
-----------------------------------------------
                0.00    0.00       1/1           nek_init_ [59]
[564]    0.0    0.00    0.00       1         time00_ [564]
-----------------------------------------------
                0.00    0.00       1/1           nek_init_ [59]
[565]    0.0    0.00    0.00       1         usrdat3_ [565]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.


Index by function name

  [73] add2_                 [250] get_vert_             [272] mg_intp_gfc_e_
 [510] add2s2_               [251] get_vert_map_         [301] mg_scale_mass_
 [385] add3_                 [290] get_vertex_           [255] mg_set_gb_
  [58] add_conv_diff_h_      [493] getdr_                [283] mg_set_h1_
  [52] add_face2full_cmt_    [315] glamax_               [284] mg_set_h2_
 [369] addcol3_              [346] gll_lag_06            [219] mg_set_msk_
 [472] addcol4_              [316] gllog_                [540] mixtperf_cp_cvr_
 [213] allreduce_exec        [180] glmapm1_              [343] mixtperf_d_prt_
 [461] allreduce_free        [295] glmax_                [145] mixtperf_g_cpr_
 [185] allreduce_setup       [310] glmin_                 [91] mixtperf_ho_cptuvw_
 [192] apply_QQt             [321] glsc2_                [541] mixtperf_r_m_
 [254] apply_m_Asl           [305] glsc3_                [451] mod1_
 [403] apply_p_Als           [222] glsum_                [106] mxf1_
 [183] area3_                [279] gop_                    [5] mxf6_
 [216] array_init_            [25] gs_aux                [102] mxf7_
 [203] ascol5_               [307] gs_free_               [67] mxm_
